time_s,in0_v,in1_v
60.799815,1.261137,2.922109
60.999322,1.301940,2.874019
61.199814,1.329100,2.844750
61.399255,1.348441,2.818197
61.599781,1.363509,2.797639
61.799305,1.365266,2.787876
61.999790,1.364288,2.793329
62.199306,1.346004,2.818263
62.399773,1.331654,2.841778
62.599311,1.302726,2.870576
62.799831,1.272718,2.910445
62.999370,1.238973,2.947941
63.199846,1.205537,2.978071
63.399268,1.183577,3.011925
63.599771,1.160118,3.036146
63.799261,1.153134,3.064331
63.999780,1.151738,3.070662
64.199289,1.145566,3.047274
64.399757,1.164966,3.034614
64.599293,1.182512,3.019877
64.799818,1.203658,2.993719
64.999360,1.230616,2.963002
65.199868,1.265747,2.923005
65.399341,1.283582,2.889413
65.599874,1.310194,2.864787
65.799403,1.346165,2.846398
65.999971,1.355996,2.832042
66.199433,1.375620,2.811662
66.399862,1.376772,2.801008
66.599377,1.379817,2.802052
66.799905,1.382108,2.812552
66.999443,1.355384,2.817386
67.199954,1.341475,2.833148
67.399417,1.328191,2.867737
67.600037,1.301499,2.882780
67.799545,1.271300,2.911998
67.999073,1.246910,2.940308
68.199535,1.223331,2.974638
68.398952,1.198826,2.994196
68.599447,1.182166,3.012831
68.799924,1.160918,3.030267
68.999492,1.146034,3.031807
69.198967,1.146385,3.048404
69.399429,1.149451,3.055459
69.599951,1.143252,3.035688
69.799513,1.151745,3.038069
69.999103,1.164275,3.027760
70.199621,1.178437,3.014556
70.399079,1.188647,2.985315
70.599619,1.214917,2.971202
70.799150,1.234588,2.946055
70.999732,1.253194,2.922453
71.199213,1.278515,2.908444
71.399660,1.297572,2.883009
71.599163,1.314775,2.856882
71.799672,1.329102,2.838115
71.999268,1.359514,2.838361
72.199747,1.354155,2.810677
72.399404,1.369035,2.798757
72.599844,1.379938,2.800317
72.799376,1.382050,2.807605
72.999900,1.372158,2.801797
73.199415,1.366907,2.811764
73.399874,1.366009,2.813234
73.599414,1.346062,2.824157
73.799959,1.337735,2.838881
73.999497,1.318696,2.853287
74.198980,1.303782,2.881614
74.399440,1.283553,2.893690
74.599978,1.263761,2.902232
74.799495,1.247472,2.920231
74.999082,1.240056,2.951480
75.199535,1.226669,2.974511
75.398961,1.198404,2.984881
75.599455,1.188567,3.007884
75.799982,1.179428,3.027500
75.999578,1.171773,3.040400
76.199065,1.154281,3.033730
76.399528,1.145720,3.042947
76.599070,1.150380,3.052560
76.799614,1.143902,3.046395
76.999239,1.141192,3.042982
77.199720,1.141388,3.040971
77.399479,1.153800,3.037797
77.598977,1.159096,3.039932
77.799461,1.166772,3.017774
77.999103,1.176656,3.019990
78.199432,1.183748,3.005763
78.399928,1.195069,2.990584
78.599480,1.211953,2.978370
78.799020,1.225579,2.956324
78.999572,1.237730,2.951079
79.199097,1.254601,2.921688
79.399578,1.263084,2.911494
79.599128,1.279928,2.889503
79.799673,1.294974,2.874155
79.999250,1.312333,2.875408
80.199750,1.320459,2.853364
80.399191,1.336503,2.849438
80.599712,1.339575,2.840240
80.799246,1.351527,2.827974
80.999729,1.358011,2.815092
81.199271,1.360438,2.809212
81.399741,1.378264,2.812430
81.599292,1.380508,2.800019
81.799825,1.375634,2.803949
81.999415,1.395090,2.813856
82.199899,1.393641,2.808386
82.399380,1.381148,2.804031
82.599926,1.372446,2.807528
82.799466,1.366859,2.814414
82.998961,1.360901,2.812031
83.199490,1.359486,2.827134
83.398977,1.356422,2.826707
83.599481,1.335001,2.830467
83.798999,1.341301,2.857571
83.999532,1.335930,2.865599
84.199607,1.319351,2.871585
84.399078,1.302034,2.891675
84.599626,1.285499,2.891306
84.799161,1.281863,2.896298
84.999760,1.278957,2.915872
85.199251,1.260303,2.916048
85.399719,1.245650,2.925415
85.599256,1.240406,2.936844
85.799755,1.218286,2.954364
85.999270,1.217555,2.963042
86.199784,1.218025,2.989893
86.399306,1.208861,2.986584
86.599819,1.191989,3.003090
86.799342,1.186414,3.014733
86.999897,1.181212,3.008382
87.199420,1.170674,3.018057
87.399892,1.161325,3.007097
87.599435,1.162444,3.017701
87.799978,1.158248,3.041361
87.999528,1.157796,3.038824
88.199057,1.152606,3.051288
88.399526,1.144226,3.044641
88.599067,1.141216,3.039246
88.799612,1.140281,3.042456
88.999183,1.147856,3.051656
89.199723,1.143899,3.046140
89.399138,1.147376,3.057707
89.599653,1.149644,3.047296
89.799167,1.148352,3.049718
89.999777,1.150546,3.045418
90.199268,1.158552,3.044832
90.399731,1.157397,3.031786
90.599270,1.158126,3.037614
90.799812,1.166927,3.030897
90.999367,1.175057,3.023406
91.199888,1.168660,3.013672
91.399399,1.173925,3.002347
91.599933,1.178391,2.996608
91.799471,1.197533,3.005264
91.999072,1.200447,2.993385
92.199515,1.213312,2.993137
92.398951,1.225350,2.985473
92.599475,1.223595,2.971540
92.798986,1.226082,2.966145
