time_s,in0_v,in1_v
112.688555,0.534797,0.806687
112.888030,0.534572,0.804915
113.088514,0.535334,0.804748
113.288037,0.534447,0.805006
113.488528,0.534660,0.804321
113.688024,0.534292,0.804788
113.888539,0.534364,0.804492
114.088020,0.534108,0.804812
114.288536,0.534301,0.804289
114.488090,0.533360,0.804968
114.688596,0.534053,0.805178
114.888076,0.532600,0.806346
115.088603,0.532711,0.805232
115.288128,0.532340,0.805187
115.488669,0.533215,0.805117
115.688125,0.531720,0.807823
115.888606,0.532844,0.807005
116.088124,0.530287,0.808038
116.288659,0.531732,0.808076
116.488186,0.529456,0.809029
116.687706,0.527421,0.808854
116.888224,0.528138,0.808716
117.087748,0.526730,0.809865
117.288303,0.528071,0.807492
117.487810,0.527108,0.809603
117.688345,0.527766,0.808759
117.887866,0.526106,0.808994
118.088402,0.526936,0.807790
118.287959,0.524397,0.807147
118.488462,0.526188,0.807307
118.687947,0.525746,0.809958
118.888416,0.526437,0.809977
119.087937,0.525942,0.809936
119.288428,0.526359,0.809690
119.487939,0.526386,0.809291
119.688460,0.528230,0.809587
119.887983,0.526423,0.808499
120.088489,0.528135,0.808275
120.288501,0.527272,0.807741
120.488009,0.526124,0.807260
120.688544,0.526569,0.806442
120.888098,0.525703,0.805874
121.088589,0.526999,0.808075
121.288086,0.525887,0.807283
121.488583,0.526845,0.807409
121.688098,0.525693,0.807572
121.888635,0.527077,0.807816
122.088166,0.525780,0.807065
122.287702,0.524981,0.806534
122.488233,0.525677,0.807187
122.687769,0.524908,0.806600
122.888317,0.525982,0.807261
123.087842,0.524155,0.806095
123.288395,0.525151,0.806089
123.487930,0.524103,0.805668
123.688462,0.524843,0.805914
123.887989,0.524349,0.805922
124.088513,0.524459,0.806296
124.288052,0.524238,0.805106
124.488572,0.525268,0.806546
124.688054,0.524195,0.806214
124.888545,0.525114,0.807389
125.088037,0.524154,0.806599
125.288554,0.524954,0.806920
125.488055,0.524170,0.805871
125.688589,0.524849,0.806856
125.888067,0.524569,0.806677
126.088598,0.525097,0.806905
126.288130,0.523490,0.804838
126.488664,0.524388,0.805168
126.688165,0.523984,0.805779
126.887647,0.522800,0.804901
127.088133,0.523846,0.805603
127.287623,0.522403,0.804091
127.488115,0.523920,0.805521
127.688625,0.524731,0.806575
127.888159,0.524583,0.805775
128.087691,0.522779,0.804708
128.288232,0.523871,0.805434
128.487766,0.522691,0.803836
128.688305,0.523805,0.804961
128.887830,0.522798,0.804116
129.088375,0.523960,0.804886
129.287899,0.522240,0.803115
129.488432,0.523189,0.804137
129.687931,0.522843,0.804319
129.888433,0.523823,0.805125
130.087900,0.522675,0.803949
130.288396,0.523703,0.805065
130.487887,0.522343,0.803697
130.688405,0.523216,0.804564
130.887934,0.522539,0.803343
131.088469,0.523705,0.804816
131.287993,0.522356,0.803574
131.488524,0.523669,0.804670
131.688060,0.522101,0.803224
131.888584,0.523353,0.804476
132.088122,0.521851,0.802585
132.288653,0.522652,0.802964
132.488187,0.521684,0.802778
132.687722,0.521028,0.800723
132.888223,0.522152,0.803795
133.087721,0.521422,0.802907
133.288260,0.522648,0.803048
133.487777,0.521121,0.802526
133.688340,0.522518,0.802841
133.887869,0.521541,0.803290
134.088388,0.522732,0.803711
134.287927,0.521520,0.802752
134.488458,0.522822,0.803940
134.687992,0.521463,0.802800
134.888530,0.522513,0.802469
135.088066,0.521611,0.802495
135.288593,0.522734,0.803553
135.488124,0.521676,0.803025
135.688655,0.522883,0.804228
135.888193,0.521624,0.802332
136.087711,0.519901,0.801194
136.288222,0.521470,0.802959
136.487726,0.521131,0.802221
136.688203,0.521994,0.804364
136.887695,0.520802,0.802727
137.088194,0.521564,0.803444
137.287680,0.520863,0.802416
137.488210,0.521847,0.802612
137.687730,0.520453,0.802113
137.888278,0.521899,0.803063
138.087798,0.520991,0.802164
138.288336,0.521147,0.802298
138.487871,0.520463,0.800993
138.688420,0.521920,0.802281
