time_s,in0_v,in1_v
281.660893,1.246739,2.972916
281.860940,1.297859,2.926743
282.060933,1.336647,2.881064
282.263916,1.378034,2.854749
282.461913,1.403463,2.815558
287.990198,1.472551,2.742041
288.191178,1.466801,2.744783
288.392162,1.432077,2.779608
288.594166,1.376230,2.843994
288.790205,1.314590,2.916382
288.989191,1.251914,2.985891
289.189188,1.181266,3.065435
289.390188,1.119372,3.117880
289.590243,1.095535,3.137427
289.790225,1.098342,3.149494
289.990217,1.109593,3.135265
290.190215,1.144534,3.082387
290.390225,1.207345,3.035690
290.590248,1.251754,2.955525
290.790308,1.320113,2.900078
290.990254,1.377203,2.843378
291.190265,1.416620,2.788075
291.390272,1.456318,2.753551
296.904548,1.470668,2.758773
297.105503,1.441314,2.791730
297.307504,1.366363,2.858834
297.508515,1.293076,2.944976
297.704522,1.221940,3.014325
297.904532,1.155061,3.086870
298.104529,1.109262,3.131832
298.304549,1.089934,3.165160
298.504558,1.096662,3.166752
298.704555,1.119354,3.119232
298.904574,1.170746,3.074773
299.104576,1.220951,3.012405
299.304581,1.286947,2.944468
299.504584,1.361375,2.869646
299.704599,1.428791,2.833956
299.904620,1.460813,2.771407
300.104616,1.481297,2.740510
300.304632,1.481676,2.732124
305.812896,1.402925,2.832019
306.013863,1.360127,2.871350
306.215870,1.305003,2.922335
306.416861,1.253724,2.994439
306.612878,1.202983,3.040605
306.814903,1.169426,3.089478
307.014893,1.144306,3.106090
307.214903,1.145763,3.126750
307.414921,1.144114,3.086604
307.614920,1.189576,3.058927
307.814945,1.241899,3.013919
308.014930,1.283764,2.971159
308.214935,1.338750,2.904161
308.414946,1.385815,2.861177
308.614954,1.412504,2.821482
308.814973,1.418877,2.793733
309.014961,1.427850,2.793875
309.214977,1.414137,2.800469
314.726311,1.370461,2.857095
314.927246,1.365765,2.874113
315.129237,1.342162,2.900356
315.330240,1.323624,2.937807
315.525246,1.289249,2.973492
315.725254,1.247771,3.005548
315.929272,1.222713,3.036572
316.126273,1.199876,3.045634
316.326275,1.188137,3.056951
316.526290,1.198745,3.052147
316.726287,1.216713,3.044549
316.929303,1.230300,3.019148
317.126302,1.255251,2.981012
317.326298,1.300571,2.957193
317.526311,1.317863,2.922121
317.726318,1.340312,2.889768
317.929340,1.355872,2.876394
318.125336,1.361454,2.859635
323.640606,1.397629,2.848151
323.841582,1.410434,2.837643
324.043585,1.399330,2.844592
324.239575,1.368332,2.870587
324.439580,1.335925,2.911922
324.639590,1.300545,2.958950
324.843616,1.248469,3.002824
325.040609,1.204072,3.046103
325.240615,1.176832,3.070088
325.440617,1.162601,3.085887
325.640637,1.163798,3.081267
325.843669,1.181552,3.075010
326.040653,1.195260,3.045804
326.240660,1.237762,3.021828
326.440659,1.273444,2.971371
326.640677,1.310962,2.933090
326.843684,1.342171,2.896114
327.040692,1.381530,2.876321
332.539964,1.435127,2.795271
332.740918,1.436153,2.797196
332.942930,1.406286,2.824886
333.138959,1.359459,2.873220
333.338937,1.305214,2.928428
333.538937,1.240661,2.991130
333.742971,1.197396,3.052282
333.939991,1.148463,3.089092
334.139993,1.131431,3.126802
334.339998,1.129344,3.131079
334.540002,1.142479,3.106071
334.743008,1.176246,3.085743
334.940001,1.224065,3.045345
335.140009,1.266991,2.970959
335.339018,1.317540,2.919695
335.539029,1.359117,2.871246
335.743041,1.389829,2.834603
335.939048,1.427937,2.799467
341.454336,1.466393,2.742744
341.655294,1.444298,2.766964
341.857318,1.408301,2.816001
342.053294,1.337437,2.882979
342.253299,1.274503,2.956124
342.453330,1.200775,3.024467
342.657326,1.140672,3.090535
342.854330,1.109122,3.138201
343.054329,1.096291,3.157768
343.254331,1.097474,3.128960
343.454349,1.139101,3.107693
343.657359,1.183204,3.054779
343.854364,1.245448,2.990154
344.054368,1.309387,2.907980
344.254369,1.370024,2.860055
344.454388,1.418322,2.807780
344.657395,1.445502,2.763270
344.854461,1.469714,2.742897
350.383676,1.472142,2.757019
350.584632,1.460579,2.776736
350.785654,1.411181,2.804350
350.987645,1.363937,2.867611
351.183656,1.304647,2.933459
351.382655,1.233898,2.999039
351.582665,1.182089,3.060977
351.783686,1.143608,3.109518
351.983694,1.116134,3.133568
352.183698,1.109176,3.133461
352.383700,1.131129,3.114405
352.583715,1.161650,3.076233
352.783730,1.220731,3.029926
352.983721,1.267659,2.963999
353.183728,1.323190,2.901180
353.383742,1.383407,2.842641
353.583751,1.410846,2.801294
353.783770,1.456803,2.775006
359.293041,1.408159,2.832006
359.493984,1.419987,2.821198
359.694995,1.407007,2.844029
359.897016,1.366647,2.859692
360.093033,1.329113,2.905561
360.292015,1.286057,2.967570
360.492035,1.242649,3.011073
360.693033,1.205068,3.044086
360.893044,1.171392,3.064369
361.093075,1.168502,3.085796
361.293055,1.173126,3.081269
361.493063,1.179144,3.045855
361.693072,1.209678,3.027548
361.893108,1.255461,2.991169
362.093101,1.306495,2.969519
362.293100,1.334822,2.923759
362.493106,1.366668,2.874915
362.693112,1.390072,2.845505
368.206385,1.301904,2.946142
368.407355,1.321776,2.918433
368.609361,1.354106,2.890388
368.805362,1.349684,2.865713
369.006368,1.346576,2.849841
369.208370,1.344332,2.862123
369.408408,1.327980,2.867412
369.608385,1.318230,2.901231
369.808404,1.286975,2.937032
370.008407,1.261762,2.962757
370.208423,1.242326,2.997715
370.408453,1.220154,3.013036
370.608422,1.203326,3.034165
370.808461,1.200481,3.032366
371.008448,1.201585,3.019982
371.208452,1.214918,3.011651
371.408464,1.232883,2.994320
371.608465,1.261200,2.967487
377.134752,1.156091,3.085827
377.336705,1.183469,3.073484
377.537708,1.219690,3.018362
377.739706,1.262367,2.961917
377.935741,1.319549,2.899822
378.135736,1.369701,2.857442
378.338740,1.397785,2.828270
378.534749,1.418229,2.802280
378.734754,1.410745,2.798897
378.934766,1.407286,2.819760
379.134779,1.394617,2.853912
379.338782,1.343829,2.898370
379.534793,1.297387,2.937566
379.734801,1.235872,2.989451
379.934821,1.200745,3.029989
380.134817,1.165297,3.059978
380.338810,1.157985,3.084483
380.534821,1.154689,3.094797
386.050111,1.097509,3.116414
386.251113,1.114139,3.108821
386.452059,1.145917,3.081523
386.654061,1.202243,3.011055
386.849088,1.268004,2.952102
387.049091,1.334794,2.881831
387.253088,1.391188,2.807514
387.450107,1.430185,2.773407
387.650108,1.464510,2.752848
387.849128,1.447036,2.744254
388.049120,1.432932,2.779137
388.253132,1.390045,2.828778
388.449148,1.332041,2.880770
388.649156,1.270456,2.933969
388.849161,1.224462,3.000829
389.049172,1.175981,3.053590
389.253171,1.132992,3.100983
389.449173,1.105550,3.116545
394.964451,1.114363,3.124273
395.165414,1.106961,3.123420
395.366419,1.131014,3.105491
395.568443,1.167155,3.058883
395.764432,1.220986,2.997812
395.963453,1.288986,2.935891
396.163453,1.334017,2.859648
396.363453,1.386762,2.809602
396.563459,1.420620,2.773233
396.763476,1.446657,2.768441
396.963528,1.431087,2.774339
397.163499,1.400768,2.818103
397.368506,1.356705,2.856567
397.563509,1.307274,2.917382
397.763522,1.249187,2.963606
397.963531,1.212364,3.027656
398.163528,1.157886,3.060509
398.368542,1.122175,3.094430
403.877829,1.125476,3.088956
404.078780,1.124463,3.107950
404.280781,1.127647,3.084463
404.476785,1.160365,3.054886
404.677784,1.206360,3.014985
404.877847,1.263980,2.950913
405.077817,1.318416,2.883648
405.277855,1.356002,2.829001
405.477818,1.396877,2.790877
405.677868,1.414970,2.774644
405.877889,1.411525,2.765045
406.077907,1.399144,2.789938
406.277859,1.371779,2.831896
406.477874,1.334560,2.866985
406.677881,1.286602,2.919527
406.877911,1.244635,2.969148
407.077955,1.199627,3.004802
407.277912,1.165764,3.057981
412.810193,1.128465,3.089880
413.011163,1.107214,3.119664
413.213159,1.098281,3.136806
413.414196,1.107136,3.123519
413.610182,1.148603,3.068287
413.806195,1.208112,3.019516
414.009198,1.271884,2.940761
414.206188,1.338781,2.872257
414.406203,1.406182,2.819441
414.612204,1.439524,2.765374
414.806224,1.473147,2.745374
415.009235,1.467605,2.742837
415.206223,1.438821,2.765586
415.406242,1.392294,2.813351
415.612271,1.347378,2.868527
415.806258,1.288963,2.928848
416.009308,1.226958,2.987098
416.206261,1.169988,3.045581
421.720562,1.124499,3.107853
421.921526,1.141522,3.091517
422.123497,1.173855,3.053834
422.324514,1.237270,2.999886
422.519525,1.286086,2.923542
422.719528,1.343361,2.867986
422.923547,1.391695,2.810849
423.120546,1.411838,2.785002
